IATA_CODE,ICAO_CODE,APT_NAME,APT_CAT,FAA_ROLE,STATE,CITY_SERVED
,,Winsted Municipal Airport,General aviation airports,GA,Minnesota,Winsted
OTG,KOTG,Worthington Municipal Airport,General aviation airports,GA,Minnesota,Worthington
,,Norman County Ada/Twin Valley Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Ada / Twin Valley
,KAQP,Appleton Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Appleton
,,Backus Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Backus
,,Bagley Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Bagley
,,Moberg Air Base (Seaplane Base),Other public-use airports (not listed in NPIAS),,Minnesota,Bemidji
,,Big Falls Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Big Falls
,KFOZ,Bigfork Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Bigfork
,,Bowstring Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Bowstring
,,Brooten Municipal Airport (John O. Bohmer Field),Other public-use airports (not listed in NPIAS),,Minnesota,Brooten
,,Clarissa Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Clarissa
,,Leaders Clear Lake Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Clear Lake
,KCDD,Scotts Seaplane Base,Other public-use airports (not listed in NPIAS),,Minnesota,Crane Lake
,,Birch Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Minnesota,Deerwood
,,North Country Seaplane Base,Other public-use airports (not listed in NPIAS),,Minnesota,Duluth
,,East Gull Lake Airport,Other public-use airports (not listed in NPIAS),,Minnesota,East Gull Lake
,,Sky Harbor Seaplane Base,Other public-use airports (not listed in NPIAS),,Minnesota,Eveleth
,,Fertile Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Fertile
,,Forest Lake Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Forest Lake
,,Grand Marais/Cook County Seaplane Base,Other public-use airports (not listed in NPIAS),,Minnesota,Grand Marais
,KGDB,Granite Falls Municipal Airport (Lenzen-Roe-Fagan Memorial Field),Other public-use airports (not listed in NPIAS),,Minnesota,Granite Falls
,,Grygla Municipal Airport (Mel Wilkens Field),Other public-use airports (not listed in NPIAS),,Minnesota,Grygla
,,Henning Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Henning
,,Herman Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Herman
,,Hill City/Quadna Mountain Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Hill City
,,Field of Dreams Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Hinckley
,,International Falls Seaplane Base,Other public-use airports (not listed in NPIAS),,Minnesota,International Falls
,,Wipline Seaplane Base,Other public-use airports (not listed in NPIAS),,Minnesota,Inver Grove Heights
,,Karlstad Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Karlstad
,,Surfside Seaplane Base,Other public-use airports (not listed in NPIAS),,Minnesota,Lino Lakes
,,Littlefork Municipal/Hanover Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Littlefork
,KMGG,Maple Lake Municipal Airport (Bill Mavencamp Sr. Field),Other public-use airports (not listed in NPIAS),,Minnesota,Maple Lake
,KHZX,Isedor Iverson Airport,Other public-use airports (not listed in NPIAS),,Minnesota,McGregor
,,Milaca Municipal Airport (Milaca Airport),Other public-use airports (not listed in NPIAS),,Minnesota,Milaca
,,Nary National Airport (Shefland Field),Other public-use airports (not listed in NPIAS),,Minnesota,Nary
,,Northome Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Northome
,KOVL,Olivia Regional Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Olivia
,,Pelican Rapids Municipal Airport (Lyon's Field),Other public-use airports (not listed in NPIAS),,Minnesota,Pelican Rapids
,,Perham Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Perham
,,Piney Pinecreek Border Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Pinecreek
,,Red Lake Falls Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Red Lake Falls
,,Remer Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Remer
,KDVP,Slayton Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Slayton
,,Sleepy Eye Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Sleepy Eye
SYN,KSYN,Stanton Airfield,Other public-use airports (not listed in NPIAS),,Minnesota,Stanton
,,Starbuck Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Starbuck
,,Stephen Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Stephen
,,Tyler Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Tyler
,,Warren Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Warren
,KVWU,Waskish Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Waskish
,,Jolly Fisherman Seaplane Base,Other public-use airports (not listed in NPIAS),,Minnesota,Waubun
,,Wells Municipal Airport,Other public-use airports (not listed in NPIAS),,Minnesota,Wells
,KRYM,Ray S. Miller Army Airfield (National Guard),Other military airports,,Minnesota,Camp Ripley
,,Northwest Angle Airport,Notable private-use airports,,Minnesota,Angle Inlet
,,Isle Private Airport (former public-use; publicly owned private-use only) [1],Notable private-use airports,,Minnesota,Isle
,,"Marty's Tranquility Base (Seaplane Base) (former public-use, FAA: 45D) [2]",Notable private-use airports,,Minnesota,Prior Lake
,,A.R.S. Sport Airstrip (A.R.S. Sport Strip),Notable former airports,,Minnesota,Belle Plaine
,,Flying A Airport,Notable former airports,,Minnesota,Chatfield
,,Mal's Serpent Lake Seaplane Base,Notable former airports,,Minnesota,Deerwood
GRM,,"Devil's Track Municipal Airport (closed 1993, replaced by CKC) [3]",Notable former airports,,Minnesota,Grand Marais
,,Morey's Airport,Notable former airports,,Minnesota,Motley
,,Murdock Municipal Airport,Notable former airports,,Minnesota,Murdock
,,New York Mills Municipal Airport (closed 2011?) [4],Notable former airports,,Minnesota,New York Mills
,,Pine City Municipal Airport (closed 2001),Notable former airports,,Minnesota,Pine City
ILL,KILL,"Old Willmar Municipal Airport (closed 2006, replaced by BDH) [5]",Notable former airports,GA,Minnesota,Willmar
GTR,KGTR,Golden Triangle Regional Airport,Commercial service – primary airports,P-N,Mississippi,Columbus
GPT,KGPT,Gulfport–Biloxi International Airport,Commercial service – primary airports,P-N,Mississippi,Gulfport / Biloxi
PIB,KPIB,Hattiesburg–Laurel Regional Airport,Commercial service – primary airports,P-N,Mississippi,Hattiesburg / Laurel
JAN,KJAN,Jackson–Medgar Wiley Evers International Airport,Commercial service – primary airports,P-S,Mississippi,Jackson
MEI,KMEI,Key Field,Commercial service – primary airports,P-N,Mississippi,Meridian
TUP,KTUP,Tupelo Regional Airport (C.D. Lemons Field),Commercial service – primary airports,P-N,Mississippi,Tupelo
GLH,KGLH,Greenville Mid-Delta Airport,Commercial service – nonprimary airports,CS,Mississippi,Greenville
OLV,KOLV,Olive Branch Airport,Reliever airports,R,Mississippi,Olive Branch
,,Monroe County Airport,General aviation airports,GA,Mississippi,Aberdeen / Amory
,,Ackerman Choctaw County Airport,General aviation airports,GA,Mississippi,Ackerman
,KPMU,Panola County Airport,General aviation airports,GA,Mississippi,Batesville
,KHSA,Stennis International Airport,General aviation airports,GA,Mississippi,Bay St. Louis
,,Thigpen Field,General aviation airports,GA,Mississippi,Bay Springs
,,Tishomingo County Airport,General aviation airports,GA,Mississippi,Belmont
,,Belzoni Municipal Airport,General aviation airports,GA,Mississippi,Belzoni
,,Booneville/Baldwyn Airport,General aviation airports,GA,Mississippi,Booneville / Baldwyn
,,Brookhaven-Lincoln County Airport,General aviation airports,GA,Mississippi,Brookhaven
,,Carthage–Leake County Airport,General aviation airports,GA,Mississippi,Carthage
,,Charleston Municipal Airport,General aviation airports,GA,Mississippi,Charleston
CKM,KCKM,Fletcher Field,General aviation airports,GA,Mississippi,Clarksdale
,KRNV,Cleveland Municipal Airport,General aviation airports,GA,Mississippi,Cleveland
,,Columbia–Marion County Airport,General aviation airports,GA,Mississippi,Columbia
UBS,KUBS,Columbus-Lowndes County Airport,General aviation airports,GA,Mississippi,Columbus
CRX,KCRX,Roscoe Turner Airport,General aviation airports,GA,Mississippi,Corinth
,,Crosby Municipal Airport,General aviation airports,GA,Mississippi,Crosby
,,Copiah County Airport,General aviation airports,GA,Mississippi,Crystal Springs
,,Ruleville-Drew Airport,General aviation airports,GA,Mississippi,Drew
,,Eupora Airport,General aviation airports,GA,Mississippi,Eupora
,,G. V. Montgomery Airport,General aviation airports,GA,Mississippi,Forest
GWO,KGWO,Greenwood–Leflore Airport,General aviation airports,GA,Mississippi,Greenwood
,KGNF,Grenada Municipal Airport,General aviation airports,GA,Mississippi,Grenada
HBG,KHBG,Hattiesburg Bobby L. Chain Municipal Airport,General aviation airports,GA,Mississippi,Hattiesburg
,,Hollandale Municipal Airport,General aviation airports,GA,Mississippi,Hollandale
,,Holly Springs-Marshall County Airport,General aviation airports,GA,Mississippi,Holly Springs
,,Houston Municipal Airport,General aviation airports,GA,Mississippi,Houston
,KIDL,Indianola Municipal Airport,General aviation airports,GA,Mississippi,Indianola
,,Iuka Airport,General aviation airports,GA,Mississippi,Iuka
HKS,KHKS,Hawkins Field,General aviation airports,GA,Mississippi,Jackson
OSX,KOSX,Kosciusko-Attala County Airport,General aviation airports,GA,Mississippi,Kosciusko
LUL,KLUL,Hesler-Noble Field,General aviation airports,GA,Mississippi,Laurel
,,C. A. Moore Airport,General aviation airports,GA,Mississippi,Lexington
LMS,KLMS,Louisville/Winston County Airport,General aviation airports,GA,Mississippi,Louisville
,,I. H. Bass Jr. Memorial Airport,General aviation airports,GA,Mississippi,Lumberton
,,Macon Municipal Airport,General aviation airports,GA,Mississippi,Macon
DXE,KMBO,Bruce Campbell Field,General aviation airports,GA,Mississippi,Madison
,,Magee Municipal Airport,General aviation airports,GA,Mississippi,Magee
MCB,KMCB,McComb–Pike County Airport (John E. Lewis Field),General aviation airports,GA,Mississippi,McComb
HEZ,KHEZ,Natchez–Adams County Airport (Hardy-Anders Field),General aviation airports,GA,Mississippi,Natchez
,,New Albany-Union County Airport,General aviation airports,GA,Mississippi,New Albany
,,James H. Easom Field,General aviation airports,GA,Mississippi,Newton
,,Okolona Municipal Airport (Richard Stovall Field),General aviation airports,GA,Mississippi,Okolona
UOX,KUOX,University-Oxford Airport,General aviation airports,GA,Mississippi,Oxford
PGL,KPQL,Trent Lott International Airport,General aviation airports,GA,Mississippi,Pascagoula
,KMPE,Philadelphia Municipal Airport,General aviation airports,GA,Mississippi,Philadelphia
,KMJD,Picayune Municipal Airport,General aviation airports,GA,Mississippi,Picayune
,,Calhoun County Airport,General aviation airports,GA,Mississippi,Pittsboro
,,Pontotoc County Airport,General aviation airports,GA,Mississippi,Pontotoc
,,Poplarville-Pearl River County Airport,General aviation airports,GA,Mississippi,Poplarville
,,Prentiss-Jefferson Davis County Airport,General aviation airports,GA,Mississippi,Prentiss
,,Clarke County Airport,General aviation airports,GA,Mississippi,Quitman
,KJVW,John Bell Williams Airport,General aviation airports,GA,Mississippi,Raymond
,,Richton-Perry County Airport,General aviation airports,GA,Mississippi,Richton
,,Ripley Airport,General aviation airports,GA,Mississippi,Ripley
,KSTF,George M. Bryan Airport,General aviation airports,GA,Mississippi,Starkville
UTM,KUTA,Tunica Municipal Airport,General aviation airports,GA,Mississippi,Tunica
,,Paul Pittman Memorial Airport,General aviation airports,GA,Mississippi,Tylertown
VKS,KVKS,Vicksburg Municipal Airport,General aviation airports,GA,Mississippi,Vicksburg
,,Water Valley Municipal Airport,General aviation airports,GA,Mississippi,Water Valley
,,Waynesboro Municipal Airport,General aviation airports,GA,Mississippi,Waynesboro
,,McCharen Field,General aviation airports,GA,Mississippi,West Point
,,Dean Griffin Memorial Airport,General aviation airports,GA,Mississippi,Wiggins
,,Winona-Montgomery County Airport,General aviation airports,GA,Mississippi,Winona
,,Yazoo County Airport,General aviation airports,GA,Mississippi,Yazoo City
,,Diamondhead Airport,Other public-use airports (not listed in NPIAS),,Mississippi,Diamondhead
,,Hernando Village Airpark,Other public-use airports (not listed in NPIAS),,Mississippi,Hernando
MMS,KMMS,Selfs Airport,Other public-use airports (not listed in NPIAS),,Mississippi,Marks
,,Ocean Springs Airport,Other public-use airports (not listed in NPIAS),,Mississippi,Ocean Springs
,,Oktibbeha Airport,Other public-use airports (not listed in NPIAS),,Mississippi,Starkville
,,Ralph M. Sharpe Airport,Other public-use airports (not listed in NPIAS),,Mississippi,Tunica
BIX,KBIX,Keesler Air Force Base,Other military airports,,Mississippi,Biloxi
,KSLJ,Hagler AAF (Camp Shelby),Other military airports,,Mississippi,Camp Shelby
CBM,KCBM,Columbus Air Force Base,Other military airports,,Mississippi,Columbus
,KNMM,NAS Meridian (McCain Field),Other military airports,,Mississippi,Meridian
,KNJW,NOLF Joe Williams,Other military airports,,Mississippi,Meridian
,,Columbus AFB Auxiliary Field,Other military airports,,Mississippi,Shuqualak
,,Flowood Industrial Airport,Notable private-use airports,,Mississippi,Flowood
,,Oreck Airport,Notable private-use airports,,Mississippi,Poplarville
,,Nick's Flying Service Inc. Airport,Notable private-use airports,,Mississippi,Rolling Fork
RFK,,Rollang Field,Notable private-use airports,,Mississippi,Rolling Fork
,,Fulton-Itawamba County Airport (closed 2005?) [1],Notable former airports,GA,Mississippi,Fulton
,,Jackson County Airport () [2],Notable former airports,,Mississippi,Pascagoula
BKG,KBBG,Branson Airport,Commercial service – primary airports,P-N,Missouri,Branson
COU,KCOU,Columbia Regional Airport,Commercial service – primary airports,P-N,Missouri,Columbia
TBN,KTBN,Waynesville–St. Robert Regional Airport (Forney Field),Commercial service – primary airports,P-N,Missouri,Fort Leonard Wood / Waynesville
JLN,KJLN,Joplin Regional Airport,Commercial service – primary airports,P-N,Missouri,Joplin
MCI,KMCI,Kansas City International Airport (was Mid-Continent International),Commercial service – primary airports,P-M,Missouri,Kansas City
STL,KSTL,St. Louis Lambert International Airport,Commercial service – primary airports,P-M,Missouri,St. Louis
SGF,KSGF,Springfield–Branson National Airport,Commercial service – primary airports,P-S,Missouri,Springfield/Branson
CGI,KCGI,Cape Girardeau Regional Airport,Commercial service – nonprimary airports,CS,Missouri,Cape Girardeau
IRK,KIRK,Kirksville Regional Airport,Commercial service – nonprimary airports,CS,Missouri,Kirksville
MKC,KMKC,Charles B. Wheeler Downtown Airport (Kansas City Downtown),Reliever airports,R,Missouri,Kansas City
,KLXT,Lee's Summit Municipal Airport,Reliever airports,R,Missouri,Lee's Summit
,KSET,St. Charles County Smartt Airport (Smartt Field),Reliever airports,R,Missouri,St. Charles
,,Creve Coeur Airport,Reliever airports,R,Missouri,St. Louis
SUS,KSUS,Spirit of St. Louis Airport,Reliever airports,R,Missouri,St. Louis
,,Jerry Sumners Sr. Aurora Municipal Airport,General aviation airports,GA,Missouri,Aurora
,,Bolivar Municipal Airport,General aviation airports,GA,Missouri,Bolivar
,KVER,Jesse Viertel Memorial Airport (Jesse P. Viertel),General aviation airports,GA,Missouri,Boonville
